timestamp,agent.name,rule.description,rule.level,rule.id
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.896","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:22.877","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.904","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.902","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.900","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.897","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.895","agente-ubuntu","sshd: authentication failed.","5","5760"
"Apr 9, 2025 @ 10:58:20.893","agente-ubuntu","sshd: brute force trying to get access to the system. Authentication failed.","10","5763"
